nome_mun,ibge,faixa_de_porte_populacional_segundo_o_ibge_2022,indice_de_vulnerabilidade_social,ano,desp_final,estimado,tx_mort,tx_inter,inv_tx_mort,inv_tx_inter,tx_sobrev_mort,tx_sobrev_inter,ef_bcc,ef_ccr,ef_scale,v_desp_por_hab,v_tx_mort,v_tx_inter,uf,peer1,mun_ref,peer2,peer3,categorizacao_mort,categorizacao_inter,categorizacao_desp,ef_bcc_corrigido
Traipu,270920,2-Acima de 20mil até 50mil hab.,1,2022,82821.60201427358,não,425.96100419959697,231.75208618438188,0.00234763274135634,0.0043149557635671,233.7632741356342,430.4955763567109,1,0.527,0.527,39157.46623370432,166.7,0,AL,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.9071164333333338
Trairi,231350,3-Acima de 50mil até 100mil hab.,1,2022,43920.10444940908,não,407.7983636130013,447.75851851585935,0.00245219228233342,0.0022333466782823,244.21922823334208,222.3346678282304,0.635,0.631,0.994,255.96866886930604,148.6,216,CE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6396361666666665
Trairão,150805,1-Até 20mil hab.,1,2022,48651.6600892857,não,481.9738230281475,1929.06486999818,0.00207480147721964,5.183858850744316e-4,206.48014772196447,50.83858850744316,0.537,0.482,0.898,4987.524308730427,222.7,1697.3,PA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% maiores,Entre 5% menores e 5% maiores,0.5299266333333328
Trajano de Morais,330590,1-Até 20mil hab.,3,2022,58306.35960912053,não,375.1721659218658,895.0000324651196,0.00266544293749196,0.00111731839522472,265.54429374919624,110.73183952247204,0.69,0.517,0.749,14642.223828565251,115.9,663.2,RJ,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6691154
Tramandaí,432160,3-Acima de 50mil até 100mil hab.,4,2022,55102.50555555555,não,549.0447523373907,791.0170999707912,0.00182134515582346,0.00126419517357706,181.1345155823464,125.41951735770638,0.471,0.373,0.792,11438.36977500027,289.8,559.3,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.4991656333333335
Travesseiro,432162,1-Até 20mil hab.,5,2022,178754.75915975272,sim,365.3496746745679,436.9097183880161,0.00273710384685778,0.00228880237246613,272.7103846857785,227.880237246613,0.709,0.173,0.244,135090.62337919744,106.1,205.2,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% maiores,0.7395936000000003
Tremedal,293180,1-Até 20mil hab.,2,2022,73499.5868888889,não,350.2068689155715,449.5809449361417,0.00285545512884009,0.00222429355884297,284.54551288400967,221.4293558842979,0.74,0.439,0.593,29835.451108333607,91,217.8,BA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7551544000000008
Tremembé,355480,3-Acima de 50mil até 100mil hab.,4,2022,88458.17966666666,não,391.7404694884964,231.75208618438188,0.00255271047514115,0.0043149557635671,254.27104751411585,430.4955763567109,1,0.494,0.494,44794.043886097425,132.5,0,SP,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.8901813666666661
Treviso,421835,1-Até 20mil hab.,5,2022,114815.96708333334,não,276.9643781787244,535.6629472332804,0.00361057261795126,0.00186684556989621,360.057261795126,185.68455698962157,0.936,0.356,0.38,71151.8313027781,17.7,303.9,SC,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.8541009666666652
Treze Tílias,421850,1-Até 20mil hab.,5,2022,159406.63847222223,não,385.3938605658327,296.11437735655954,0.00259474813255148,0.00337707344346834,258.47481325514804,336.707344346834,0.782,0.214,0.274,115742.50269278644,126.2,64.4,SC,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7568281333333329
Treze de Maio,421840,1-Até 20mil hab.,5,2022,78439.09370370371,não,434.0000807296454,1929.06486999818,0.00230414703683646,5.183858850744316e-4,229.4147036836467,50.83858850744316,0.596,0.332,0.557,34774.957923174545,174.8,1697.3,SC,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% maiores,Entre 5% menores e 5% maiores,0.6347770333333341
Trindade,522140,4-Acima de 100mil hab.,3,2022,44927.169916715946,não,519.1725866024223,538.3524802129508,0.00192614176057371,0.00185751907301409,191.61417605737168,184.75190730140963,0.498,0.484,0.972,1263.0341361606647,259.9,306.6,GO,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5162987999999997
Trindade,261560,2-Acima de 20mil até 50mil hab.,2,2022,59935.280441176474,não,589.4191021561136,833.7924609805019,0.00169658566602603,0.00119933922024678,168.6585666026039,118.93392202467813,0.438,0.319,0.728,16271.144660631317,330.2,602,PE,430155,GO-Abadia de Goiás (100%),NA,NA,5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.4656558333333315
Trindade do Sul,432195,1-Até 20mil hab.,3,2022,122924.01595238096,não,423.3168403934616,1567.5404360476375,0.00236229675878362,6.379420760088195e-4,235.22967587836263,62.79420760088195,0.611,0.217,0.355,79259.8801718257,164.1,1335.8,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6336730666666661
Triunfo,251680,1-Até 20mil hab.,3,2022,59069.43055921621,não,315.8579719605654,814.6639394013151,0.00316597993013407,0.00122750001765744,315.59799301340706,121.75000176574474,0.82,0.606,0.739,15405.29477867697,56.6,582.9,PB,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.814208099999999
Triunfo,261570,1-Até 20mil hab.,3,2022,81326.20140143152,sim,435.55270882985866,855.3083277144444,0.00229593337322265,0.00116916902080469,228.593337322265,115.91690208046973,0.594,0.319,0.537,37662.06562087624,176.3,623.6,PE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6072871333333326
Triunfo,432200,2-Acima de 20mil até 50mil hab.,4,2022,144606.81393569693,sim,426.88384178598375,887.4293409020529,0.00234255762836145,0.00112685027856248,233.25576283614535,111.68502785624842,0.606,0.183,0.302,100942.67815514168,167.7,655.7,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5979517333333324
Triunfo Potiguar,241445,1-Até 20mil hab.,2,2022,88834.86816666667,não,259.2279778913868,517.6916526184849,0.00385760830344858,0.00193165177561198,384.76083034485856,192.16517756119865,1,0.492,0.492,45170.732386131895,0,285.9,RN,430155,GO-Abadia de Goiás (100%),NA,NA,5% menores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.9060066666666664
Trizidela do Vale,211223,2-Acima de 20mil até 50mil hab.,2,2022,49353.81470156434,não,457.7634283850013,1929.06486999818,0.00218453449531348,5.183858850744316e-4,217.4534495313486,50.83858850744316,0.565,0.5,0.885,5689.6789210090565,198.5,1697.3,MA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% maiores,Entre 5% menores e 5% maiores,0.5704325666666661
Trombas,522145,1-Até 20mil hab.,3,2022,120861.17729166668,não,348.08508437287514,742.3559863734802,0.00287286081735344,0.00134706262003105,286.2860817353442,133.7062620031057,0.744,0.269,0.362,77197.04151112259,88.9,510.6,GO,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7120505000000018
Trombudo Central,421860,1-Até 20mil hab.,5,2022,139798.50428571427,não,259.2279778913868,681.9447538189128,0.00385760830344858,0.00146639444676415,384.76083034485856,145.63944467641514,1,0.312,0.312,96134.368505159,0,450.2,SC,430155,GO-Abadia de Goiás (100%),NA,NA,5% menores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.9183313333333332
Três Arroios,432163,1-Até 20mil hab.,5,2022,155158.15291666667,não,398.31931827140016,231.75208618438188,0.00251054858282981,0.0043149557635671,250.05485828298103,430.4955763567109,1,0.281,0.281,111494.0171360974,139.1,0,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.8971950999999997
Três Barras,421830,1-Até 20mil hab.,4,2022,104181.66671875,não,437.9962624459529,831.9831463609124,0.00228312450525396,0.00120194742450492,227.31245052539603,119.19474245049216,0.591,0.248,0.42,60517.53093819474,178.8,600.2,SC,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5667120000000004
Três Barras do Paraná,412785,1-Até 20mil hab.,3,2022,128996.074375,não,358.8704639921591,1432.1720931810478,0.00278652076539196,6.982401100826262e-4,277.6520765391963,68.82401100826263,0.722,0.244,0.338,85331.93859444476,99.6,1200.4,PR,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6595532999999995
Três Cachoeiras,432166,1-Até 20mil hab.,5,2022,133257.9520238095,não,389.27820170139495,505.3627571597137,0.0025688569142309,0.00197877660320735,255.88569142309015,196.87766032073517,0.665,0.218,0.328,89593.8162432728,130.1,273.6,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6743873666666672
Três Corações,316930,3-Acima de 50mil até 100mil hab.,4,2022,59701.37353995023,não,463.01031792739377,665.7065244654245,0.00215977908327479,0.00150216343576175,214.97790832747995,149.21634357617566,0.559,0.409,0.732,16037.23775942162,203.8,434,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5735012
Três Coroas,432170,2-Acima de 20mil até 50mil hab.,5,2022,177437.8176667686,sim,498.3467751150949,603.0964999407164,0.00200663483729587,0.00165810944036037,199.66348372958703,164.81094403603714,0.519,0.128,0.247,133773.6818862133,239.1,371.3,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5573321000000004
Três Forquilhas,432183,1-Até 20mil hab.,4,2022,178754.75915975272,sim,259.2279778913868,603.042147428951,0.00385760830344858,0.00165825888665239,384.76083034485856,164.8258886652392,1,0.244,0.244,135090.62337921752,0,371.3,RS,430155,GO-Abadia de Goiás (100%),NA,NA,5% menores,Entre 5% menores e 5% maiores,5% maiores,0.9434198333333337
Três Fronteiras,355490,1-Até 20mil hab.,5,2022,128423.36229166668,não,419.83257360143546,610.4917026161454,0.00238190188870228,0.0016380239005947,237.19018887022844,162.80239005947033,0.616,0.21,0.341,84759.22651113388,160.6,378.7,SP,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6098841000000004
Três Lagoas,500830,4-Acima de 100mil hab.,4,2022,137124.71889400922,não,496.09431833377215,651.0518045194443,0.00201574572222212,0.00153597608217693,200.57457222221203,152.59760821769353,0.521,0.166,0.319,93460.58311345392,236.9,419.3,MS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5465500333333327
Três Marias,316935,2-Acima de 20mil até 50mil hab.,4,2022,74613.30391857117,não,405.84042107108064,1142.8591291437308,0.00246402267512149,8.749984792519741e-4,245.40226751214996,86.49984792519741,0.638,0.373,0.585,30949.16813803863,146.6,911.1,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.630183566666666
Três Palmeiras,432185,1-Até 20mil hab.,3,2022,103364.50183333334,não,445.28188239718344,874.961390220079,0.00224576844361257,0.00114290757418275,223.57684436125743,113.29075741827532,0.581,0.245,0.422,59700.36605277809,186.1,643.2,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5822231999999996
Três Passos,432190,2-Acima de 20mil até 50mil hab.,5,2022,59125.84185725758,não,367.9319943011565,653.6673838788822,0.00271789356590035,0.00152983003996003,270.7893565900357,151.9830039960032,0.704,0.52,0.739,15461.70607670231,108.7,421.9,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6825829666666673
Três Pontas,316940,3-Acima de 50mil até 100mil hab.,4,2022,85643.52723233904,sim,416.7107093142446,713.9498184379955,0.00239974634116228,0.00140065866560178,238.97463411622877,139.06586656017856,0.621,0.317,0.51,41979.39145178376,157.5,482.2,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.613829000000001
Três Ranchos,522130,1-Até 20mil hab.,5,2022,178754.75915975272,sim,370.79103734727386,620.4701484543534,0.00269693681690429,0.00161168108166217,268.69368169042997,160.16810816621708,0.698,0.171,0.245,135090.62337921746,111.6,388.7,GO,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% maiores,0.6694168666666659
Três Rios,330600,3-Acima de 50mil até 100mil hab.,4,2022,64865.475858246056,não,577.553900193936,468.21406691895305,0.00173144012994148,0.00213577521619635,172.1440129941485,212.57752161963515,0.494,0.332,0.672,21201.340077677032,318.3,236.5,RJ,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5071996666666664
Três de Maio,432180,2-Acima de 20mil até 50mil hab.,4,2022,59003.34846491228,não,408.3604704209395,558.6360849570674,0.00244881684794122,0.00179007412325835,243.88168479412224,178.00741232583508,0.634,0.469,0.74,15339.212684357004,149.1,326.9,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6358517666666658
Tubarão,421870,4-Acima de 100mil hab.,5,2022,62318.32690322582,não,415.84291653666673,774.7428831952328,0.00240475419980329,0.00129075080480346,239.4754199803294,128.07508048034603,0.622,0.436,0.701,18654.191122670534,156.6,543,SC,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6372410000000017
Tucano,293190,2-Acima de 20mil até 50mil hab.,1,2022,56199.52910549599,não,377.8956061636982,540.3848224907622,0.00264623346683426,0.00185053309859955,263.62334668342675,184.0533098599554,0.685,0.532,0.777,12535.393324940722,118.7,308.6,BA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.699619533333334
Tucumã,150808,2-Acima de 20mil até 50mil hab.,3,2022,44075.82824427481,não,485.2374062745074,1929.06486999818,0.00206084689075739,5.183858850744316e-4,205.0846890757392,50.83858850744316,0.533,0.528,0.991,411.692463719534,226,1697.3,PA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% maiores,Entre 5% menores e 5% maiores,0.5222184666666662
Tucunduva,432210,1-Até 20mil hab.,5,2022,167849.70083333334,não,322.0775151340281,1644.9439750162508,0.00310484263263104,6.079234400613071e-4,309.48426326310414,59.79234400613071,0.804,0.209,0.26,124185.56505277804,62.8,1413.2,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7593106333333317
Tucuruí,150810,3-Acima de 50mil até 100mil hab.,3,2022,53618.35481281701,sim,441.16704409586345,327.44685535573905,0.00226671509892453,0.00305393068720601,225.6715098924535,304.39306872060126,0.707,0.576,0.815,9954.219032237745,181.9,95.7,PA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6678781999999992
Tufilândia,211227,1-Até 20mil hab.,1,2022,76101.09057584526,sim,378.7930297563385,1055.8509631541058,0.0026399641002984,9.471033648657532e-4,262.9964100298407,93.710336486575315,0.684,0.392,0.573,32436.954795289977,119.6,824.1,MA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7488617666666674
Tuiuti,355495,1-Até 20mil hab.,4,2022,170084.58444444445,não,337.3637664962157,282.8809184061695,0.0029641594602342,0.00353505639628957,295.4159460234202,352.5056396289579,0.819,0.21,0.256,126420.44866485742,78.1,51.1,SP,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.747718333333333
Tumiritinga,316950,1-Até 20mil hab.,2,2022,81396.29178571429,não,539.1049122914953,429.5807715410483,0.00185492652209278,0.00232785093339413,184.49265220927865,231.78509333941304,0.538,0.289,0.537,37732.156005179946,279.9,197.8,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5571359
Tunas,432215,1-Até 20mil hab.,3,2022,141667.085,não,559.9186959219235,877.8770527079515,0.00178597358381375,0.00113911167505215,177.5973583813752,112.91116750521508,0.462,0.142,0.307,98002.94921946722,300.7,646.1,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.527111233333332
Tunas do Paraná,412788,1-Até 20mil hab.,2,2022,101413.65375,não,535.1016850784455,1100.903068786155,0.00186880368327264,9.083451834706848e-4,185.88036832726488,89.8345183470685,0.483,0.208,0.431,57749.51796946002,275.9,869.2,PR,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5584168000000005
Tuneiras do Oeste,412790,1-Até 20mil hab.,4,2022,123428.17851485148,não,534.9096749574297,1072.3396199699866,0.00186947450535379,9.325403830812376e-4,185.94745053537943,92.25403830812374,0.483,0.171,0.354,79764.04273429619,275.7,840.6,PR,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.48909656666666657
Tuntum,211230,2-Acima de 20mil até 50mil hab.,1,2022,60839.810738095235,não,409.5281201963067,1749.6222849687388,0.00244183476221523,5.715519335751187e-4,243.1834762215233,56.15519335751188,0.632,0.454,0.718,17175.67495756305,150.3,1517.9,MA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6325222666666672
Tunápolis,421875,1-Até 20mil hab.,4,2022,106019.00116666668,não,326.1194601588086,864.3797236579773,0.00306636101848394,0.00115689895613017,305.63610184839496,114.68989561301716,0.794,0.327,0.412,62354.86538611143,66.9,632.6,SC,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.8046834999999991
Tupaciguara,316960,2-Acima de 20mil até 50mil hab.,4,2022,68446.9692948718,não,431.40485640588497,246.63374407126443,0.00231800821235808,0.00405459522080259,230.8008212358081,404.45952208025983,0.94,0.599,0.637,24782.83351500596,172.2,14.9,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.828563166666667
Tupanatinga,261580,2-Acima de 20mil até 50mil hab.,1,2022,77624.55608108109,não,311.5750894386658,509.0298175925048,0.00320949919905856,0.0019645214591349,319.94991990585686,195.4521459134901,0.832,0.468,0.563,33960.42030052581,52.3,277.3,PE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.8334035999999991
Tupanci do Sul,432218,1-Até 20mil hab.,4,2022,178754.75915975272,sim,259.2279778913868,1163.197255755566,0.00385760830344858,8.596994147397987e-4,384.76083034485856,84.96994147397987,1,0.244,0.244,135090.62337921793,0,931.4,RS,430155,GO-Abadia de Goiás (100%),NA,NA,5% menores,Entre 5% menores e 5% maiores,5% maiores,0.9338115000000003
Tupanciretã,432220,2-Acima de 20mil até 50mil hab.,3,2022,63962.084652217214,sim,478.9940327784694,913.0846732893332,0.00208770868020915,0.00109518868211593,207.77086802091569,108.51886821159307,0.54,0.369,0.683,20297.948871661934,219.8,681.3,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5504992666666677
Tupandi,432225,1-Até 20mil hab.,5,2022,178754.75915975272,sim,444.2234460523677,569.99291189781,0.00225111936095807,0.00175440778144146,224.11193609580755,174.44077814414698,0.582,0.142,0.244,135090.62337921752,185,338.2,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% maiores,0.6146951333333329
Tuparendi,432230,1-Até 20mil hab.,5,2022,126702.8588435449,sim,357.3314317936447,1310.2065497174597,0.00279852235494774,7.632384376460685e-4,278.85223549477445,75.32384376460686,0.725,0.25,0.345,83038.72306298967,98.1,1078.5,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7607882666666681
Tuparetama,261590,1-Até 20mil hab.,3,2022,81738.80183644692,sim,565.5544318557257,361.4227332365877,0.00176817640119758,0.00276684311206677,175.81764011975815,275.6843112066775,0.64,0.342,0.534,38074.66605589928,306.3,129.7,PE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5695272333333313
Tupi Paulista,355510,1-Até 20mil hab.,5,2022,150119.88499999998,não,431.39491169208577,811.2014723104745,0.00231806164814888,0.00123273937996165,230.80616481488872,122.27393799616598,0.6,0.174,0.29,106455.74921944464,172.2,579.4,SP,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6382084333333331
Tupirama,172125,1-Até 20mil hab.,4,2022,88868.61950583536,não,270.37772279180325,1004.5854946039674,0.00369852955958957,9.954354361788045e-4,368.8529559589574,98.54354361788042,0.959,0.471,0.491,45204.483725297614,11.1,772.8,TO,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.888732666666667
Tupiratins,172130,1-Até 20mil hab.,2,2022,64982.0927403839,sim,344.5165814229611,231.75208618438188,0.00290261791136347,0.0043149557635671,289.26179113634754,430.4955763567109,1,0.672,0.672,21317.95695981463,85.3,0,TO,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.9232860333333338
Tupã,355500,3-Acima de 50mil até 100mil hab.,4,2022,50995.22844292847,não,453.1995932715477,835.0619963073028,0.00220653331301826,0.0011975158783683801,219.65333130182685,118.7515878368389,0.571,0.489,0.856,7331.092662373197,194,603.3,SP,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5809700666666674
Tupãssi,412795,1-Até 20mil hab.,4,2022,178754.75915975272,sim,317.080411386537,231.75208618438188,0.00315377413453948,0.0043149557635671,314.3774134539487,430.4955763567109,1,0.244,0.244,135090.62337918347,57.9,0,PR,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,5% maiores,0.8625262666666664
Turiaçu,211240,2-Acima de 20mil até 50mil hab.,1,2022,132241.95260615,sim,313.80164187159835,904.6560605628126,0.00318672647483846,0.00110539247300003,317.67264748384616,109.53924730000384,0.826,0.273,0.331,88577.81682559477,54.6,672.9,MA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.8598754333333338
Turilândia,211245,2-Acima de 20mil até 50mil hab.,1,2022,67367.8017562724,não,302.856664970202,236.43623074844191,0.00330189200260258,0.0042294702331977,329.18920026025836,421.94702331977095,0.98,0.635,0.648,23703.66597674615,43.6,4.7,MA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.9433674666666689
Turiúba,355520,1-Até 20mil hab.,5,2022,135307.15916666668,não,500.2607609854494,369.78625422554865,0.00199895749974499,0.00270426493297951,198.895749974499,269.4264932979517,0.626,0.202,0.323,91643.02338611824,241,138,SP,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6445885000000007
Turmalina,316970,1-Até 20mil hab.,3,2022,62850.56513267395,sim,302.0850786485354,1929.06486999818,0.00331032570186448,5.183858850744316e-4,330.03257018644814,50.83858850744316,0.858,0.596,0.695,19186.429352129177,42.9,1697.3,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% maiores,Entre 5% menores e 5% maiores,0.7825718333333331
Turmalina,355530,1-Até 20mil hab.,4,2022,147403.20545547345,sim,508.44446393045735,599.7627602611338,0.00196678314140671,0.00166732592661239,195.6783141406719,165.73259266123904,0.509,0.151,0.297,103739.0696749182,249.2,368,SP,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5842600666666654
Tururu,231355,1-Até 20mil hab.,1,2022,47763.87276222388,não,565.5152391239869,380.22848473578216,0.00176829894371909,0.00262999759393326,175.82989437190994,261.99975939332694,0.609,0.556,0.913,4099.73698240494,306.3,148.5,CE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5717791999999992
Turuçu,432232,1-Até 20mil hab.,4,2022,151160.86777777778,não,518.7975656014008,717.8401264249111,0.00192753410251796,0.00139306784782336,191.75341025179625,138.30678478233605,0.498,0.144,0.289,107496.7319972225,259.6,486.1,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5534812999999993
