nome_mun,ibge,faixa_de_porte_populacional_segundo_o_ibge_2022,indice_de_vulnerabilidade_social,ano,desp_final,estimado,tx_mort,tx_inter,inv_tx_mort,inv_tx_inter,tx_sobrev_mort,tx_sobrev_inter,ef_bcc,ef_ccr,ef_scale,v_desp_por_hab,v_tx_mort,v_tx_inter,uf,peer1,mun_ref,peer2,peer3,categorizacao_mort,categorizacao_inter,categorizacao_desp,ef_bcc_corrigido
Abadia de Goiás,520005,1-Até 20mil hab.,4,2022,43664.135780537334,não,518.136234380487,462.7531907082513,0.00192999434057271,0.00216097915709556,191.9994340572719,215.0979157095565,0.5,0.5,1,0,258.9,231,GO,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.5552029333333333
Abadia dos Dourados,310010,1-Até 20mil hab.,4,2022,43664.135780537334,não,504.688117670938,493.04271562318326,0.00198142172360794,0.0020282218321308,197.1421723607946,201.82218321308045,0.512,0.512,1,0,245.5,261.3,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.5638293999999999
Abadiânia,520010,1-Até 20mil hab.,4,2022,91738.48794008674,não,405.26199948897414,309.6020139557041,0.00246753952075688,0.0032299531492811,245.7539520756885,321.9953149281108,0.748,0.356,0.476,48074.35215950428,146,77.8,GO,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7702572999999995
Abaetetuba,150010,4-Acima de 100mil hab.,2,2022,77542.11193383542,sim,432.0025514895034,1363.383224468094,0.0023148011430768,7.334694912284377e-4,230.48011430768076,72.34694912284378,0.599,0.337,0.563,33877.976153299845,172.8,1131.6,PA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6090798333333322
Abaeté,310020,2-Acima de 20mil até 50mil hab.,4,2022,46147.426538461536,não,393.8064662320215,936.0959054195938,0.00253931838541935,0.00106826661051547,252.93183854193583,105.82666105154703,0.657,0.622,0.947,2483.2907579249886,134.6,704.3,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6322327999999995
Abaiara,230010,1-Até 20mil hab.,2,2022,52084.85636363636,não,467.8639039495659,617.1859263939435,0.00213737369255952,0.00162025729563008,212.7373692559528,161.02572956300855,0.553,0.464,0.839,8420.720583081089,208.6,385.4,CE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5780890999999998
Abaré,290020,1-Até 20mil hab.,1,2022,86161.69333333334,não,422.9530928209543,779.468661382643,0.00236432837819044,0.00128292521501271,235.43283781904455,127.29252150127144,0.612,0.31,0.507,42497.55755277807,163.7,547.7,BA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6468405666666674
Abatiá,410010,1-Até 20mil hab.,4,2022,91562.952,não,442.4476060028303,748.692099390638,0.00226015461815743,0.00133566255182057,225.01546181574392,132.5662551820571,0.585,0.279,0.477,47898.81621944473,183.2,516.9,PR,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5892693666666663
Abaíra,290010,1-Até 20mil hab.,2,2022,66748.34007575757,não,346.1882984810897,231.75208618438188,0.002888601389439,0.0043149557635671,287.86013894390027,430.4955763567109,1,0.654,0.654,23084.20429518831,87,0,BA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.9326154999999996
Abdon Batista,420005,1-Até 20mil hab.,4,2022,107603.06738095236,não,259.2279778913868,326.6759314621489,0.00385760830344858,0.00306113767097612,384.76083034485856,305.1137670976129,1,0.406,0.406,63938.9316004176,0,94.9,SC,430155,GO-Abadia de Goiás (100%),NA,NA,5% menores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.9548998666666665
Abel Figueiredo,150013,1-Até 20mil hab.,2,2022,85484.90970924587,sim,528.6041717102789,1415.5438017789195,0.00189177470311015,7.06442286521474e-4,188.17747031101507,69.6442286521474,0.489,0.25,0.511,41820.773928704715,269.4,1183.8,PA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.4921295999999998
Abelardo Luz,420010,1-Até 20mil hab.,4,2022,103213.23702380952,não,410.7830184547648,1062.761509553495,0.00243437521775287,9.409448789880776e-4,242.4375217752872,93.09448789880776,0.63,0.267,0.424,59549.101243254256,151.6,831,SC,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6033524333333328
Abre Campo,310030,1-Até 20mil hab.,4,2022,70327.30850802867,não,417.0679183899255,1929.06486999818,0.00239769101363744,5.183858850744316e-4,238.7691013637446,50.83858850744316,0.621,0.385,0.62,26663.172727473393,157.8,1697.3,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% maiores,Entre 5% menores e 5% maiores,0.6294388666666668
Abreu e Lima,260005,3-Acima de 50mil até 100mil hab.,2,2022,52027.14636192787,sim,456.0651026528715,741.8333283893593,0.00219266941097472,0.00134801169175178,218.26694109747268,133.8011691751788,0.567,0.476,0.84,8363.010581372591,196.8,510.1,PE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5757526666666667
Abreulândia,170025,1-Até 20mil hab.,3,2022,115543.2382218714,não,491.8733291489924,572.4088696208115,0.0020330437548426,0.00174700297824253,202.30437548426048,173.7002978242534,0.526,0.199,0.378,71879.10244133249,232.6,340.7,TO,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6492500333333349
Acaiaca,310040,1-Até 20mil hab.,3,2022,103521.99916666666,não,384.4581603006082,769.5200360256567,0.00260106327101523,0.00129951132288212,259.1063271015236,128.95113228821228,0.673,0.284,0.422,59857.863386135374,125.2,537.8,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6519925666666668
Acajutiba,290030,1-Até 20mil hab.,1,2022,77877.46394736842,não,589.4191021561136,231.75208618438188,0.00169658566602603,0.0043149557635671,168.6585666026039,430.4955763567109,1,0.561,0.561,34213.32816685657,330.2,0,BA,430155,GO-Abadia de Goiás (100%),NA,NA,5% maiores,5% menores,Entre 5% menores e 5% maiores,0.8207795999999999
Acarape,230015,1-Até 20mil hab.,2,2022,43664.135780537334,não,449.43581290871543,567.4910158546147,0.00222501182878167,0.00176214243408602,221.50118287816755,175.2142434086022,0.576,0.576,1,0,190.2,335.7,CE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.6119273999999999
Acaraú,230020,3-Acima de 50mil até 100mil hab.,1,2022,47083.61522727273,não,438.7790828762828,647.7491552868032,0.00227905121056547,0.00154380749374691,226.9051210565472,153.38074937469136,0.59,0.547,0.927,3419.4794467174393,179.6,416,CE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6280046999999996
Acari,240010,1-Até 20mil hab.,4,2022,46431.87174988115,não,343.24398207633016,331.5200640615325,0.00291337955570513,0.00301640868353112,290.3379555705135,300.64086835311207,0.755,0.71,0.94,2767.735969325877,84,99.8,RN,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6992815333333324
Acará,150020,3-Acima de 50mil até 100mil hab.,1,2022,62667.35596342757,não,370.70648797023085,774.2071087706563,0.00269755192436854,0.00129164404288133,268.7551924368542,128.1644042881335,0.698,0.487,0.698,19003.220182891146,111.5,542.5,PA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7116788999999986
Acauã,220005,1-Até 20mil hab.,2,2022,73447.01264367816,não,294.8785572374178,1443.2782990559574,0.00339122657601333,6.928670656616233e-4,338.1226576013333,68.28670656616232,0.879,0.522,0.594,29782.87686312288,35.7,1211.5,PI,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.8587059333333347
Aceguá,430003,1-Até 20mil hab.,3,2022,118334.80597616929,não,259.2279778913868,1929.06486999818,0.00385760830344858,5.183858850744316e-4,384.76083034485856,50.83858850744316,1,0.369,0.369,74670.6701956345,0,1697.3,RS,430155,GO-Abadia de Goiás (100%),NA,NA,5% menores,5% maiores,Entre 5% menores e 5% maiores,0.9489257666666663
Acopiara,230030,2-Acima de 20mil até 50mil hab.,2,2022,43664.135780537334,sim,478.8601929376312,504.9162014230107,0.00208829218788341,0.00198052666399234,207.82921878834148,197.05266639923408,0.54,0.54,1,0,219.6,273.2,CE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.5827576666666668
Acorizal,510010,1-Até 20mil hab.,3,2022,72858.31188440828,não,334.1502733482511,231.75208618438188,0.00299266551536769,0.0043149557635671,298.2665515367695,430.4955763567109,1,0.599,0.599,29194.17610383901,74.9,0,MT,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.9423959
Acrelândia,120001,1-Até 20mil hab.,2,2022,77841.06785714286,não,417.3033519610289,619.016142856533,0.00239633828796416,0.00161546675565739,238.63382879641665,160.54667556573986,0.62,0.348,0.561,34176.93207658758,158.1,387.3,AC,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6862959000000006
Acreúna,520013,2-Acima de 20mil até 50mil hab.,3,2022,43664.135780537334,não,537.7670291043178,514.1218433257533,0.00185954129926031,0.00194506421577265,184.954129926031,193.50642157726583,0.481,0.481,1,0,278.5,282.4,GO,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.5552755999999996
Adamantina,350010,2-Acima de 20mil até 50mil hab.,5,2022,173380.38131944442,não,336.58961969602984,761.3637997909291,0.00297097694487158,0.00131343255389158,296.0976944871587,130.34325538915832,0.77,0.194,0.252,129716.24553877604,77.4,529.6,SP,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7196830999999999
Adelândia,520015,1-Até 20mil hab.,3,2022,153380.27055555556,não,380.4631086811871,231.75208618438188,0.00262837572732435,0.0043149557635671,261.83757273243543,430.4955763567109,1,0.285,0.285,109716.1347749863,121.2,0,GO,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.9461387999999998
Adolfo,350020,1-Até 20mil hab.,4,2022,158809.59639426172,sim,464.14896257650537,743.5434439208344,0.00215448073921994,0.00134491132720749,214.4480739219945,133.49113272074936,0.557,0.153,0.275,115145.4606137064,204.9,511.8,SP,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5544931999999995
Adrianópolis,410020,1-Até 20mil hab.,2,2022,94157.41527777778,não,542.7161921311797,603.6949645020543,0.0018425836827774,0.00165646569675271,183.25836827774071,164.64656967527137,0.476,0.221,0.464,50493.279497220065,283.5,371.9,PR,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5132181333333331
Adustina,290035,1-Até 20mil hab.,1,2022,105448.82764371188,sim,384.47230631876874,279.33509824393883,0.00260096756922433,0.00357992964824891,259.09675692243303,356.9929648248915,0.829,0.343,0.414,61784.69186315113,125.2,47.6,BA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7960016666666678
Afogados da Ingazeira,260010,2-Acima de 20mil até 50mil hab.,2,2022,43664.135780537334,não,394.491138045934,876.1796906439597,0.00253491118952223,0.0011413183969889,252.4911189522238,113.13183969889064,0.656,0.656,1,0,135.3,644.4,PE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.6244490666666669
Afonso Bezerra,240030,1-Até 20mil hab.,2,2022,98151.97401515151,não,372.811069439341,466.1343030965785,0.00268232378803523,0.00214530446130417,267.23237880352343,213.530446130417,0.695,0.309,0.445,54487.83823459233,113.6,234.4,RN,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7098406666666655
Afonso Cláudio,320010,2-Acima de 20mil até 50mil hab.,3,2022,49972.07078883137,não,404.7076435742449,948.0647580444308,0.00247091947947493,0.00105478026845201,246.0919479474933,104.47802684520155,0.64,0.559,0.873,6307.935008276092,145.5,716.3,ES,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6260257333333328
Afonso Cunha,210010,1-Até 20mil hab.,1,2022,76748.03273019932,sim,305.19338039967283,246.10735856999855,0.00327661104146632,0.0040632673716482,326.6611041466324,405.3267371648204,0.942,0.536,0.569,33083.89695037471,46,14.4,MA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.9029902333333337
Afrânio,260020,1-Até 20mil hab.,2,2022,56365.300486312226,sim,410.18072280842864,675.9990447926604,0.00243794977285424,0.00147929203111036,242.7949772854249,146.92920311103634,0.631,0.489,0.775,12701.164705756944,151,444.2,PE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5950752333333318
Afuá,150030,2-Acima de 20mil até 50mil hab.,1,2022,84516.63040983607,não,271.8554060653667,734.5087795699602,0.00367842602239645,0.0013614541143885,366.8426022396455,135.14541143885023,0.953,0.493,0.517,40852.494629300105,12.6,502.8,PA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.8885519999999978
Agrestina,260030,2-Acima de 20mil até 50mil hab.,2,2022,43664.135780537334,sim,589.4191021561136,1225.658790664046,0.00169658566602603,8.15887755725403e-4,168.6585666026039,80.5887755725403,0.438,0.438,1,0,330.2,993.9,PE,430155,GO-Abadia de Goiás (100%),NA,NA,5% maiores,Entre 5% menores e 5% maiores,5% menores,0.46637556666666447
Agricolândia,220010,1-Até 20mil hab.,1,2022,83594.76190476191,não,491.3065688640916,1695.276329902364,0.00203538902871177,5.898743363317017e-4,202.53890287117787,57.98743363317017,0.526,0.275,0.523,39930.62612420663,232.1,1463.5,PI,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5591568666666676
Agrolândia,420020,1-Até 20mil hab.,5,2022,107338.4437962963,não,513.0181525778098,397.03999027821715,0.00194924876434724,0.00251863798228302,193.9248764347241,250.8637982283023,0.583,0.237,0.407,63674.308016591865,253.8,165.3,SC,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6010633000000002
Agronômica,420030,1-Até 20mil hab.,4,2022,72648.32549999999,não,348.36748298272653,262.6587880388827,0.00287053197800778,0.00380722079571906,286.0531978007787,379.7220795719064,0.882,0.53,0.601,28984.18971942227,89.1,30.9,SC,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.8177633666666678
Aguanil,310080,1-Até 20mil hab.,4,2022,106160.41020408168,não,307.4932366828114,415.96519330904584,0.00325210404881695,0.00240404730031591,324.21040488169507,239.40473003159164,0.843,0.347,0.412,62496.2744235264,48.3,184.2,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7608217999999991
Aguaí,350030,2-Acima de 20mil até 50mil hab.,4,2022,52134.7838028169,não,528.5745389736801,443.0747582158509,0.0018918807590348,0.00225695547186381,188.1880759034809,224.69554718638116,0.522,0.437,0.837,8470.648022241963,269.3,211.3,SP,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5363397666666664
Agudo,430010,1-Até 20mil hab.,4,2022,178754.75915975272,não,530.2144370465945,1092.710265223747,0.00188602936874033,9.151556746794508e-4,187.60293687403336,90.51556746794508,0.488,0.119,0.244,135090.62337921746,271,861,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% maiores,0.5585048333333331
Agudos,350070,2-Acima de 20mil até 50mil hab.,4,2022,160721.33168822053,sim,504.11100457369974,607.1491625549523,0.00198369008200018,0.00164704171836766,197.36900820001887,163.7041718367669,0.513,0.139,0.271,117057.19590766524,244.9,375.4,SP,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.515311166666667
Agudos do Sul,410030,1-Até 20mil hab.,4,2022,97570.2334375,não,589.4191021561136,796.29647837318,0.00169658566602603,0.00125581366634068,168.6585666026039,124.58136663406862,0.438,0.196,0.447,53906.09765695487,330.2,564.5,PR,430155,GO-Abadia de Goiás (100%),NA,NA,5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.4612866666666645
Aguiar,250020,1-Até 20mil hab.,3,2022,77245.23291666666,não,382.3394920425821,292.40057347677936,0.00261547661387965,0.00341996593272555,260.54766138796555,340.9965932725552,0.792,0.448,0.566,33581.09713748489,123.1,60.6,PB,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7670061333333326
Aguiarnópolis,170030,1-Até 20mil hab.,3,2022,117949.31600651884,não,589.4191021561136,473.9276470895841,0.00169658566602603,0.00211002672273089,168.6585666026039,210.0026722730896,0.488,0.181,0.371,74285.180225947,330.2,242.2,TO,430155,GO-Abadia de Goiás (100%),NA,NA,5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5113336999999998
Aimorés,310110,2-Acima de 20mil até 50mil hab.,4,2022,43664.135780537334,não,478.83597383660566,1612.3160748281275,0.00208839781185954,6.20225783028678e-4,207.83978118595417,61.02257830286781,0.54,0.54,1,0,219.6,1380.6,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.5368369333333337
Aiquara,290060,1-Até 20mil hab.,2,2022,93332.16752757825,não,341.03977628353243,575.6855945010266,0.00293220928918456,0.00173705927254745,292.2209289184566,172.7059272547451,0.759,0.355,0.468,49668.03174702298,81.8,343.9,BA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7490020999999998
Aiuaba,230040,1-Até 20mil hab.,2,2022,61296.05706331288,sim,337.4277370433164,628.8501862276297,0.00296359750612803,0.0015902038703349,295.35975061280385,158.0203870334901,0.768,0.547,0.712,17631.921282757598,78.2,397.1,CE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7558693666666658
Aiuruoca,310120,1-Até 20mil hab.,4,2022,55422.664833333336,não,535.2177158437166,596.8186616566372,0.0018683985421215,0.00167555082346825,185.83985421215013,166.55508234682543,0.483,0.381,0.789,11758.529052803384,276,365.1,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5202849000000002
Ajuricaba,430020,1-Até 20mil hab.,5,2022,114718.45259740256,não,301.77816934861755,537.3870948839682,0.00331369231299428,0.00186085600030257,330.369231299428,185.08560003025724,0.859,0.327,0.381,71054.31681684728,42.6,305.6,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.8378558333333321
Alagoa,310130,1-Até 20mil hab.,3,2022,56464.049,não,485.2581907678602,1929.06486999818,0.00206075862092636,5.183858850744316e-4,205.0758620926368,50.83858850744316,0.533,0.412,0.773,12799.913219463002,226,1697.3,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% maiores,Entre 5% menores e 5% maiores,0.580785966666666
Alagoa Grande,250030,2-Acima de 20mil até 50mil hab.,1,2022,64196.162420634915,não,533.2871058640372,231.75208618438188,0.00187516253253449,0.0043149557635671,186.51625325344963,430.4955763567109,1,0.68,0.68,20532.026640065636,274.1,0,PB,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.8660617666666667
Alagoa Nova,250040,2-Acima de 20mil até 50mil hab.,2,2022,66060.3816517857,não,474.47698798424454,581.1416224596765,0.00210758377186715,0.00172075095183771,209.7583771867153,171.0750951837711,0.545,0.36,0.661,22396.245871230425,215.2,349.4,PB,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5502478666666669
Alagoinha,250050,1-Até 20mil hab.,2,2022,66139.6116111111,não,465.0199475990003,394.6741252679504,0.00215044538446838,0.00253373590001899,214.0445384468384,252.37359000189952,0.586,0.387,0.66,22475.47583052985,205.8,162.9,PB,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6342955333333345
Alagoinha,260060,1-Até 20mil hab.,2,2022,51231.47961030534,não,519.5970018331924,922.6972226350654,0.00192456845684616,0.00108377913736877,191.4568456846163,107.37791373687796,0.498,0.424,0.851,7567.343829750065,260.4,690.9,PE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5385795333333326
Alagoinha do Piauí,220025,1-Até 20mil hab.,2,2022,61418.88898148149,não,392.90833785930346,1077.8330177207797,0.00254512287890945,9.2778749913844e-4,253.5122878909457,91.778749913844,0.659,0.468,0.71,17754.75320092621,133.7,846.1,PI,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7360344666666654
Alagoinhas,290070,4-Acima de 100mil hab.,3,2022,53477.56419359922,não,469.83802387376966,326.5170907213944,0.00212839308269495,0.00306262682235296,211.83930826949583,305.26268223529684,0.709,0.579,0.817,9813.42841302803,210.6,94.8,BA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6727325666666673
Alambari,350075,1-Até 20mil hab.,4,2022,92300.87166666666,não,395.7105526749209,594.3432473380257,0.00252709965210735,0.00168252942130469,251.70996521073505,167.25294213046925,0.654,0.309,0.472,48636.73588613016,136.5,362.6,SP,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6168684333333324
Albertina,310140,1-Até 20mil hab.,4,2022,178754.75915975272,sim,318.59310807267997,359.5104935841958,0.00313879985053497,0.00278155997626201,312.8799850534972,277.15599762620127,0.813,0.199,0.245,135090.62337919738,59.4,127.8,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% maiores,0.8289184999999986
Alcantil,250053,1-Até 20mil hab.,1,2022,75152.52126683475,não,436.18811905435666,798.2702227304286,0.0022925888081683,0.00125270863364985,228.25888081683,124.27086336498544,0.593,0.345,0.582,31488.385486279476,177,566.5,PB,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6124593666666663
Alcinópolis,500025,1-Até 20mil hab.,4,2022,170253.80500000002,não,357.7361677987891,231.75208618438188,0.00279535615913025,0.0043149557635671,278.53561591302565,430.4955763567109,1,0.256,0.256,126589.66921943078,98.5,0,MS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.8791012666666661
Alcobaça,290080,2-Acima de 20mil até 50mil hab.,2,2022,56428.67532378776,não,544.5858396670181,618.0881667173484,0.00183625780760557,0.00161789216142249,182.62578076055752,160.78921614224978,0.475,0.367,0.773,12764.539543232482,285.4,386.3,BA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.544088366666666
Alcântara,210020,1-Até 20mil hab.,1,2022,59668.951012083846,sim,356.68319196934607,776.2522981928992,0.00280360841922134,0.00128824095249441,279.36084192213394,127.82409524944164,0.726,0.531,0.731,16004.81523155318,97.5,544.5,MA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7511387666666667
Alcântaras,230050,1-Até 20mil hab.,2,2022,76484.45847222222,não,353.66661774204624,411.76462167072754,0.00282752159755538,0.00242857192524825,281.75215975553846,241.85719252482596,0.732,0.418,0.571,32820.32269166695,94.4,180,CE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7598799666666676
Aldeias Altas,210030,2-Acima de 20mil até 50mil hab.,1,2022,73742.79005555557,não,409.20547230493,1166.6323981785883,0.00244376008553185,8.571680347307822e-4,243.37600855318576,84.71680347307823,0.633,0.375,0.592,30078.654275000288,150,934.9,MA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6538461666666671
Alecrim,430030,1-Até 20mil hab.,4,2022,70761.09041666666,não,559.6437268574232,973.8085758207596,0.00178685108401967,0.00102689586519318,177.68510840196794,101.68958651931828,0.462,0.285,0.617,27096.954636137656,300.4,742.1,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5534330333333326
